"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","114","Should show error message when API returns 500","chromium","Sat Mar 14 22:30:04 UTC 2026","passed","Sat Mar 14 22:30:05 UTC 2026","Network Mocking Suite @network-mocking","network-mocking.spec.ts","",""
"","3824","Test for Browser Windows: check new window message","chromium","Sat Mar 14 22:30:00 UTC 2026","passed","Sat Mar 14 22:30:03 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","4517","Test for Browser Windows: check new tab","chromium","Sat Mar 14 22:30:00 UTC 2026","passed","Sat Mar 14 22:30:04 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","141","Should mock device list with custom data","chromium","Sat Mar 14 22:30:05 UTC 2026","passed","Sat Mar 14 22:30:05 UTC 2026","Network Mocking Suite @network-mocking","network-mocking.spec.ts","",""
"","3618","Test for Interactions: resize box and check size after the action","chromium","Sat Mar 14 22:30:04 UTC 2026","passed","Sat Mar 14 22:30:08 UTC 2026","Interaction Suite @interactions","interactions-resizable.spec.ts","",""
"","3410","Test for Auto Complete: enter part of color name, wait for dropdown, then select required color and check that right colors are selected","chromium","Sat Mar 14 22:30:05 UTC 2026","passed","Sat Mar 14 22:30:08 UTC 2026","Widgets Suite @widgets","widgets-autocomplete.spec.ts","",""
"","3622","Test for Alerts: check see alert - check that alert with text is displayed after clicking","chromium","Sat Mar 14 22:30:00 UTC 2026","passed","Sat Mar 14 22:30:03 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","4294","Test for Browser Windows: check new window","chromium","Sat Mar 14 22:30:00 UTC 2026","passed","Sat Mar 14 22:30:04 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","2625","Test for Slider: set value - move the slider with arrows and check set value","chromium","Sat Mar 14 22:30:07 UTC 2026","passed","Sat Mar 14 22:30:10 UTC 2026","Widgets Suite @widgets","widgets-slider.spec.ts","",""
"","3753","Test for Edit fields: enter data, confirm and check result","chromium","Sat Mar 14 22:30:04 UTC 2026","passed","Sat Mar 14 22:30:08 UTC 2026","Elements Box Suite @elements","elements-text-box.spec.ts","",""
"","3737","Test for Check Box: check main box and verify that all sub boxes are checked","chromium","Sat Mar 14 22:30:04 UTC 2026","passed","Sat Mar 14 22:30:07 UTC 2026","Elements Box Suite @elements","elements-check-box.spec.ts","",""
