"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","108","Should mock device list with custom data","chromium","Sat Mar 14 22:56:18 UTC 2026","passed","Sat Mar 14 22:56:18 UTC 2026","Network Mocking Suite @network-mocking","network-mocking.spec.ts","",""
"","3372","Test for Browser Windows: check new tab","chromium","Sat Mar 14 22:56:14 UTC 2026","passed","Sat Mar 14 22:56:17 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","3320","Test for Browser Windows: check new window message","chromium","Sat Mar 14 22:56:14 UTC 2026","passed","Sat Mar 14 22:56:17 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","2461","Test for Slider: set value - move the slider with arrows and check set value","chromium","Sat Mar 14 22:56:20 UTC 2026","passed","Sat Mar 14 22:56:23 UTC 2026","Widgets Suite @widgets","widgets-slider.spec.ts","",""
"","3448","Test for Browser Windows: check new window","chromium","Sat Mar 14 22:56:14 UTC 2026","passed","Sat Mar 14 22:56:17 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","160","Should show error message when API returns 500","chromium","Sat Mar 14 22:56:17 UTC 2026","passed","Sat Mar 14 22:56:18 UTC 2026","Network Mocking Suite @network-mocking","network-mocking.spec.ts","",""
"","2477","Test for Alerts: check see alert - check that alert with text is displayed after clicking","chromium","Sat Mar 14 22:56:14 UTC 2026","passed","Sat Mar 14 22:56:16 UTC 2026","Alerts, Frame & Windows Suite @alerts","alerts-browser-windows.spec.ts","",""
"","3575","Test for Check Box: check main box and verify that all sub boxes are checked","chromium","Sat Mar 14 22:56:16 UTC 2026","passed","Sat Mar 14 22:56:20 UTC 2026","Elements Box Suite @elements","elements-check-box.spec.ts","",""
"","3771","Test for Edit fields: enter data, confirm and check result","chromium","Sat Mar 14 22:56:17 UTC 2026","passed","Sat Mar 14 22:56:21 UTC 2026","Elements Box Suite @elements","elements-text-box.spec.ts","",""
"","3716","Test for Auto Complete: enter part of color name, wait for dropdown, then select required color and check that right colors are selected","chromium","Sat Mar 14 22:56:18 UTC 2026","passed","Sat Mar 14 22:56:21 UTC 2026","Widgets Suite @widgets","widgets-autocomplete.spec.ts","",""
"","3523","Test for Interactions: resize box and check size after the action","chromium","Sat Mar 14 22:56:17 UTC 2026","passed","Sat Mar 14 22:56:21 UTC 2026","Interaction Suite @interactions","interactions-resizable.spec.ts","",""
